article,target,link,link_position,link_page_rank,link_category
Achilles_tendon,Ivory,Latin,0.0,0.004423870040060783,Language
Achilles_tendon,Ivory,Achilles,0.5,0.00013450821402584135,History
Achilles,Ivory,Greece,0.6571428571428571,0.0016641489602674555,Geography
Achilles,Ivory,Athens,0.5142857142857142,0.0007480698656677448,Geography
Greek_mythology,Ivory,Agriculture,0.2676056338028169,0.0019434771412398444,Everyday
Greek_mythology,Ivory,Roman_Empire,0.5633802816901409,0.0021360106597982107,History
Roman_Empire,Ivory,Armenia,0.4444444444444444,0.0006728437465238409,Countries
Roman_Empire,Ivory,Latin,0.2,0.004423870040060783,Language
Maghreb,Ivory,Jew,0.3939393939393939,0.001957833941958966,Geography
Maghreb,Ivory,Spain,0.6666666666666666,0.003642312927537101,Countries
Mauritania,Ivory,Yemen,0.5555555555555556,0.0005474537400064316,Countries
Mauritania,Ivory,Algeria,0.3888888888888889,0.0007872517975843971,Geography
Egypt,Ivory,Agriculture,0.5714285714285714,0.0019434771412398444,Everyday
Egypt,Ivory,Hebrew_language,0.1875,0.0009544497182349268,Language
Ancient_Egypt,Ivory,Nile,0.1724137931034483,0.00047549236965960283,Geography
Ancient_Egypt,Ivory,Mining,0.5977011494252874,0.0006680602852095571,Business
Roman_Empire,Ivory,Paris,0.7666666666666667,0.0022275241012032097,Geography
Roman_Empire,Ivory,Cleopatra_VII,0.25555555555555554,0.00018106507793507124,People
Western_Roman_Empire,Ivory,Turkey,0.2835820895522388,0.001584009391722654,Geography
Western_Roman_Empire,Ivory,Monarchy,0.07462686567164178,0.0008133221072287704,Citizenship
Europe,Ivory,European_Union,0.24520255863539445,0.002318582455038707,Citizenship
Europe,Ivory,Judaism,0.908315565031983,0.0016252010252172273,Religion
United_Kingdom,Ivory,Kylie_Minogue,0.8438661710037175,7.758432640121553e-05,People
United_Kingdom,Ivory,British_House_of_Commons,0.27137546468401486,0.0005324715578272521,Citizenship
British_Empire,Ivory,Belgium,0.5561224489795918,0.0015276204949428366,Geography
British_Empire,Ivory,Tobacco,0.25,0.00039561578261028646,Science
India,Ivory,Gautama_Buddha,0.6476190476190476,0.0002776239931561089,People
India,Ivory,Netherlands,0.3523809523809524,0.002293931728974094,Countries
Mammal,Ivory,Pig,0.9285714285714286,0.0002380330846047876,Science
Mammal,Ivory,China,0.6,0.0035655542811307357,Countries
Achilles_tendon,Ivory,Latin,0.0,0.004423870040060783,Language
Achilles_tendon,Ivory,Latin,0.0,0.004423870040060783,Language
Achilles,Ivory,Plato,0.8857142857142857,0.0005701996151672547,People
Achilles,Ivory,Plato,0.8857142857142857,0.0005701996151672547,People
Ethiopia,Ivory,Eritrea,0.15789473684210525,0.00023886418477211531,Geography
Ethiopia,Ivory,North_Africa,0.045112781954887216,0.0009026029799957838,Geography
Africa,Ivory,East_Africa,0.5518134715025906,0.00025798671005674,Geography
Africa,Ivory,Somalia,0.06735751295336788,0.0004618511945858545,Geography
Achilles_tendon,Ivory,Achilles,0.5,0.00013450821402584135,History
Achilles_tendon,Ivory,Achilles,0.5,0.00013450821402584135,History
Latin,Ivory,9th_century,0.075,0.0008661081215206158,History
Latin,Ivory,Vatican_City,0.0,0.0006805954965723931,Geography
United_States,Ivory,Advertising,0.33698030634573306,0.00034565932674743337,Everyday
United_States,Ivory,Music_of_the_United_States,0.5776805251641138,7.373084318793113e-05,Music
World_Health_Organization,Ivory,Philippines,0.7777777777777778,0.0011602671157463463,Geography
World_Health_Organization,Ivory,Denmark,0.49206349206349204,0.0015980363092599752,Countries
Tobacco,Ivory,Polonium,0.6129032258064516,0.00013710751272000025,Science
Tobacco,Ivory,North_America,0.06451612903225806,0.0027135829757050966,Geography
Beetle,Ivory,Aphid,0.36666666666666664,8.403651173113694e-05,Science
Beetle,Ivory,Permian,0.6666666666666666,0.0002813947085459641,Geography
Mummy,Ivory,Tibet,0.2222222222222222,0.00045593640416459783,Countries
Mummy,Ivory,Anthropology,0.7777777777777778,0.0005302632695905558,Geography
Medicine,Ivory,Persian_Empire,0.20754716981132076,0.0007372683309456559,History
Medicine,Ivory,Anthropology,0.8113207547169812,0.0005302632695905558,Geography
Health,Ivory,Lead,0.8125,0.000659610039481459,Science
Health,Ivory,Triathlon,0.3125,0.00010600473654036723,Everyday
Nutrition,Ivory,Technology,0.8714285714285714,0.0006535576350015429,Language
Nutrition,Ivory,Vitamin_D,0.8142857142857143,0.00017889264250159305,Science
Calcium,Ivory,Chemical_element,0.3448275862068966,0.000956728067821787,Science
Calcium,Ivory,Animal,0.4482758620689655,0.0028830832572249187,Science
Vitamin_D,Ivory,Osteomalacia,0.6666666666666666,5.0604945824632196e-05,Science
Vitamin_D,Ivory,Vitamin,0.1111111111111111,0.00025196552356138803,Everyday
Milk,Ivory,Hong_Kong,0.87,0.0007982650366670801,Countries
Milk,Ivory,British_Isles,0.19,0.0005817611443207845,Geography
Mammal,Ivory,Horse,0.9571428571428572,0.00034582950019218864,Science
Mammal,Ivory,Pelycosaur,0.34285714285714286,9.732677282469832e-05,Science
Elephant_shrew,Ivory,Scientific_classification,0.0,0.0025901372077604895,Science
Elephant_shrew,Ivory,Animal,0.09090909090909091,0.0028830832572249187,Science
Achilles_tendon,Ivory,Latin,0.0,0.004423870040060783,Language
Achilles_tendon,Ivory,Achilles,0.5,0.00013450821402584135,History
Achilles,Ivory,Ethiopia,0.37142857142857144,0.0006841216986535221,Countries
Achilles,Ivory,Odysseus,0.3142857142857143,0.00013637218790871441,History
Trojan_War,Ivory,Earthquake,0.6666666666666666,0.0006505503447077836,Geography
Trojan_War,Ivory,Roman_mythology,0.875,0.00022322785982300958,Religion
Bronze_Age,Ivory,China,0.3877551020408163,0.0035655542811307357,Countries
Bronze_Age,Ivory,Turkey,0.12244897959183673,0.001584009391722654,Geography
Sub-Saharan_Africa,Ivory,Mauritania,0.5977011494252874,0.0005791001326583922,Geography
Sub-Saharan_Africa,Ivory,Lesotho,0.3563218390804598,0.00025303145125293673,Geography
North_Africa,Ivory,Tunisia,0.39215686274509803,0.000718564325117122,Geography
North_Africa,Ivory,Middle_East,0.3137254901960784,0.0017112295966075536,Geography
Africa,Ivory,Lesotho,0.39378238341968913,0.00025303145125293673,Geography
Africa,Ivory,Lilongwe,0.7538860103626943,4.92851734786263e-05,Geography
Achilles_tendon,Ivory,Achilles,0.5,0.00013450821402584135,History
Achilles_tendon,Ivory,Latin,0.0,0.004423870040060783,Language
Achilles,Ivory,Ukraine,0.6,0.0012375522982494111,Countries
Achilles,Ivory,Alexander_the_Great,0.8,0.0005596999293542298,People
Ethiopia,Ivory,Burkina_Faso,0.631578947368421,0.00034370181445676724,Countries
Ethiopia,Ivory,Soddo_language,0.24436090225563908,3.7202301283163904e-05,Language
Africa,Ivory,Namibia,0.344559585492228,0.0004392936193693607,Geography
Africa,Ivory,Mali,0.961139896373057,0.00046407052370587795,Countries
Achilles_tendon,Ivory,Achilles,0.5,0.00013450821402584135,History
Achilles_tendon,Ivory,Achilles,0.5,0.00013450821402584135,History
Achilles,Ivory,Ethiopia,0.37142857142857144,0.0006841216986535221,Countries
Achilles,Ivory,Athens,0.5142857142857142,0.0007480698656677448,Geography
Ethiopia,Ivory,Chad,0.650375939849624,0.00035339620770072984,Countries
Ethiopia,Ivory,African_Union,0.06766917293233082,0.0002816942673320672,Citizenship
Africa,Ivory,Agriculture,0.6476683937823834,0.0019434771412398444,Everyday
Africa,Ivory,Lesotho,0.8911917098445595,0.00025303145125293673,Geography
Achilles_tendon,Ivory,Achilles,0.5,0.00013450821402584135,History
Achilles_tendon,Ivory,Latin,0.0,0.004423870040060783,Language
Achilles,Ivory,Odyssey,0.7142857142857143,0.00018683441602590663,History
Achilles,Ivory,Athena,0.34285714285714286,0.00017068681473185433,Religion
Trojan_War,Ivory,Athena,0.3611111111111111,0.00017068681473185433,Religion
Trojan_War,Ivory,Ancient_Rome,0.1388888888888889,0.0015676233531342267,History
Cyclops,Ivory,Cyprus,0.9285714285714286,0.0006905944592884472,Countries
Cyclops,Ivory,Apollo,0.35714285714285715,0.000212151908793182,Religion
Achilles_tendon,Ivory,Achilles,0.5,0.00013450821402584135,History
Achilles_tendon,Ivory,Achilles,0.5,0.00013450821402584135,History
Achilles,Ivory,Bob_Dylan,0.9428571428571428,0.00017548469531098904,People
Achilles,Ivory,Homer,0.2,0.00039862455184366363,People
Zeus,Ivory,Culture,0.3902439024390244,0.0009389536506994781,Everyday
Zeus,Ivory,Culture,0.3902439024390244,0.0009389536506994781,Everyday
Domestic_goat,Ivory,Poverty,0.4444444444444444,0.00038334376196306395,Citizenship
Domestic_goat,Ivory,Wine,0.3333333333333333,0.0004480151740960864,Everyday
Indonesia,Ivory,Brazil,0.5465116279069767,0.0017452824901676312,Countries
Indonesia,Ivory,Copper,0.7674418604651163,0.001068253570693751,Science
Achilles_tendon,Ivory,Achilles,0.5,0.00013450821402584135,History
Achilles_tendon,Ivory,Achilles,0.5,0.00013450821402584135,History
Achilles,Ivory,Plato,0.8857142857142857,0.0005701996151672547,People
Achilles,Ivory,Greece,0.6571428571428571,0.0016641489602674555,Geography
Ethiopia,Ivory,Bolivia,0.19548872180451127,0.00045857555514649975,Geography
Ethiopia,Ivory,Jordan,0.8872180451127819,0.00045398545370606025,Geography
Africa,Ivory,United_Nations,0.48186528497409326,0.0028085372133175076,Citizenship
Africa,Ivory,Poverty,0.49222797927461137,0.00038334376196306395,Citizenship
Achilles_tendon,Ivory,Latin,0.0,0.004423870040060783,Language
Achilles_tendon,Ivory,Latin,0.0,0.004423870040060783,Language
Latin,Ivory,English_language,0.125,0.004864902024077606,Language
Latin,Ivory,Portuguese_language,0.675,0.001128047964089605,Language
Europe,Ivory,India,0.9232409381663113,0.004035532403528955,Geography
Europe,Ivory,Ottoman_Empire,0.2025586353944563,0.0013634348156279293,History
Africa,Ivory,Ishango_bone,0.11658031088082901,4.5387505644977485e-05,History
Africa,Ivory,Lion,0.08549222797927461,0.0004656960176987728,Science
Achilles_tendon,Ivory,Latin,0.0,0.004423870040060783,Language
Achilles_tendon,Ivory,Achilles,0.5,0.00013450821402584135,History
Achilles,Ivory,Athena,0.34285714285714286,0.00017068681473185433,Religion
Achilles,Ivory,Zeus,0.17142857142857143,0.000336308808748662,Religion
Trojan_War,Ivory,Apollo,0.5833333333333334,0.000212151908793182,Religion
Trojan_War,Ivory,Italy,0.7083333333333334,0.003717238851113226,Geography
Ethiopia,Ivory,6th_century,0.10902255639097744,0.00047711783779775396,History
Ethiopia,Ivory,Greece,0.10150375939849623,0.0016641489602674555,Geography
Kenya,Ivory,Djibouti,0.2753623188405797,0.0002615239838659025,Countries
Kenya,Ivory,Israel,0.4579710144927536,0.0015165046343892218,Geography
Achilles_tendon,Ivory,Latin,0.0,0.004423870040060783,Language
Achilles_tendon,Ivory,Achilles,0.5,0.00013450821402584135,History
Achilles,Ivory,Black_Sea,0.6285714285714286,0.0006689953719335663,Geography
Achilles,Ivory,Heracles,0.45714285714285713,0.0001428462146222365,History
Odysseus,Ivory,Jesus,0.8846153846153846,0.0009691906499276004,Religion
Odysseus,Ivory,Lisbon,0.6346153846153846,0.00025145381487446056,Geography
Cyclops,Ivory,Wine,0.6428571428571429,0.0004480151740960864,Everyday
Cyclops,Ivory,Greek_mythology,0.0,0.00043760650887274776,Religion
Achilles_tendon,Ivory,Achilles,0.5,0.00013450821402584135,History
Achilles_tendon,Ivory,Achilles,0.5,0.00013450821402584135,History
Achilles,Ivory,World_War_II,0.9714285714285714,0.00472450366555719,History
Achilles,Ivory,Greece,0.6571428571428571,0.0016641489602674555,Geography
Odysseus,Ivory,Superman,0.9615384615384616,0.00011904408173617578,Everyday
Odysseus,Ivory,Greek_mythology,0.0,0.00043760650887274776,Religion
Cyclops,Ivory,Odysseus,0.21428571428571427,0.00013637218790871441,History
Cyclops,Ivory,Odyssey,0.14285714285714285,0.00018683441602590663,History
Achilles_tendon,Ivory,Latin,0.0,0.004423870040060783,Language
Achilles_tendon,Ivory,Achilles,0.5,0.00013450821402584135,History
Achilles,Ivory,Romanticism,0.6857142857142857,0.0005696351792499179,History
Achilles,Ivory,Romania,0.5714285714285714,0.0010559002940356804,Countries
Ethiopia,Ivory,Guinea,0.7030075187969925,0.0003773279059740365,Countries
Ethiopia,Ivory,S%C3%A3o_Tom%C3%A9_and_Pr%C3%ADncipe,0.7969924812030075,0.00022037241227970138,Countries
Africa,Ivory,Monrovia,0.9585492227979274,8.541423757080672e-05,Geography
Africa,Ivory,Camel,0.14766839378238342,0.00013534063203218824,Science
Achilles_tendon,Ivory,Latin,0.0,0.004423870040060783,Language
Achilles_tendon,Ivory,Latin,0.0,0.004423870040060783,Language
Latin,Ivory,United_States,0.925,0.009565545383105637,Geography
Latin,Ivory,Latin_alphabet,0.4,0.0007347652815685949,Language
Roman_Empire,Ivory,Ancient_Rome,0.32222222222222224,0.0015676233531342267,History
Roman_Empire,Ivory,Danube,0.3888888888888889,0.0004257559455302863,Geography
Maghreb,Ivory,Islam,0.5151515151515151,0.002714755596324481,Religion
Maghreb,Ivory,Mauritania,0.8484848484848485,0.0005791001326583922,Geography
Africa,Ivory,Lilongwe,0.7538860103626943,4.92851734786263e-05,Geography
Africa,Ivory,S%C3%A3o_Tom%C3%A9_and_Pr%C3%ADncipe,0.32642487046632124,0.00022037241227970138,Countries
Achilles_tendon,Ivory,Latin,0.0,0.004423870040060783,Language
Achilles_tendon,Ivory,Latin,0.0,0.004423870040060783,Language
Achilles,Ivory,Greek_mythology,0.0,0.00043760650887274776,Religion
Achilles,Ivory,Greece,0.6571428571428571,0.0016641489602674555,Geography
Greece,Ivory,Mediterranean_Sea,0.6428571428571429,0.001439377422595299,Geography
Greece,Ivory,Lebanon,0.6875,0.0008844215071158686,Geography
Africa,Ivory,Gaborone,0.8886010362694301,5.891274074151795e-05,Geography
Africa,Ivory,C%C3%B4te_d%27Ivoire,0.47668393782383417,0.0004051118570597894,Geography
Achilles_tendon,Ivory,Latin,0.0,0.004423870040060783,Language
Achilles_tendon,Ivory,Achilles,0.5,0.00013450821402584135,History
Achilles,Ivory,Romanticism,0.6857142857142857,0.0005696351792499179,History
Achilles,Ivory,Apollo,0.2857142857142857,0.000212151908793182,Religion
Greek_mythology,Ivory,Augustine_of_Hippo,0.5915492957746479,0.0004346253529666784,People
Greek_mythology,Ivory,Ancient_Greece,0.014084507042253521,0.0013106962683647535,History
France,Ivory,Antarctica,0.24528301886792453,0.0008012400379599137,Geography
France,Ivory,French_language,0.006289308176100629,0.0027413199320440946,Language
Sub-Saharan_Africa,Ivory,Namibia,0.39080459770114945,0.0004392936193693607,Geography
Sub-Saharan_Africa,Ivory,South_America,0.8620689655172413,0.0017262088424954856,Geography
Kenya,Ivory,Zimbabwe,0.39420289855072466,0.000455866932190448,Geography
Kenya,Ivory,Government,0.10144927536231885,0.0012339022726407217,Citizenship
Achilles_tendon,Ivory,Achilles,0.5,0.00013450821402584135,History
Achilles_tendon,Ivory,Achilles,0.5,0.00013450821402584135,History
Achilles,Ivory,Bob_Dylan,0.9428571428571428,0.00017548469531098904,People
Achilles,Ivory,Odysseus,0.14285714285714285,0.00013637218790871441,History
Trojan_War,Ivory,Plato,0.9166666666666666,0.0005701996151672547,People
Trojan_War,Ivory,William_Shakespeare,0.9861111111111112,0.0010209714465371695,People
William_Shakespeare,Ivory,England,0.23076923076923078,0.0044740795759441645,Geography
William_Shakespeare,Ivory,Miguel_de_Cervantes,0.46153846153846156,0.00016412971459411706,People
England,Ivory,Stephen_Hawking,0.5842696629213483,0.0001215708362283904,People
England,Ivory,Architecture,0.449438202247191,0.00057015809661876,Design
Europe,Ivory,Arabic_language,0.7228144989339019,0.001848610012479599,Language
Europe,Ivory,Azerbaijan,0.2771855010660981,0.0005626966157702512,Geography
Africa,Ivory,Burundi,0.37823834196891193,0.00028748111020687,Geography
Africa,Ivory,Ouagadougou,0.9196891191709845,7.355514706616417e-05,Geography
Kenya,Ivory,Gabon,0.2927536231884058,0.00037398924815505117,Geography
Kenya,Ivory,Guinea,0.30434782608695654,0.0003773279059740365,Countries
Achilles_tendon,Ivory,Achilles,0.5,0.00013450821402584135,History
Achilles_tendon,Ivory,Achilles,0.5,0.00013450821402584135,History
Achilles,Ivory,Odyssey,0.7142857142857143,0.00018683441602590663,History
Achilles,Ivory,Black_Sea,0.5428571428571428,0.0006689953719335663,Geography
Ethiopia,Ivory,Meat,0.3082706766917293,0.0003210199210082568,Everyday
Ethiopia,Ivory,Lesotho,0.5,0.00025303145125293673,Geography
Achilles_tendon,Ivory,Achilles,0.5,0.00013450821402584135,History
Achilles_tendon,Ivory,Achilles,0.5,0.00013450821402584135,History
Achilles,Ivory,Greek_mythology,0.0,0.00043760650887274776,Religion
Achilles,Ivory,Heracles,0.45714285714285713,0.0001428462146222365,History
Greek_mythology,Ivory,Virgil,0.6619718309859155,0.0003549891013722675,People
Greek_mythology,Ivory,Cyclops,0.14084507042253522,7.8252881809134e-05,History
Ancient_Greece,Ivory,Renaissance,0.09473684210526316,0.001027839966330342,History
Ancient_Greece,Ivory,Turkey,0.5157894736842106,0.001584009391722654,Geography
Europe,Ivory,Rainforest,0.3304904051172708,0.0003922901211976363,Citizenship
Europe,Ivory,Communism,0.9530916844349681,0.001179355374011285,Citizenship
Africa,Ivory,Anthropology,0.11139896373056994,0.0005302632695905558,Geography
Africa,Ivory,Monrovia,0.9585492227979274,8.541423757080672e-05,Geography
Egypt,Ivory,Eastern_Orthodox_Church,0.6160714285714286,0.0006853225341063956,Religion
Egypt,Ivory,Eritrea,0.6517857142857143,0.00023886418477211531,Geography
Sahara,Ivory,Nile,0.6716417910447762,0.00047549236965960283,Geography
Sahara,Ivory,Mauritania,0.31343283582089554,0.0005791001326583922,Geography
Horse,Ivory,Europe,0.4050632911392405,0.006339517036740152,Geography
Horse,Ivory,Cattle,0.7721518987341772,0.0004019861856427776,Everyday
Mammal,Ivory,South_America,0.8857142857142857,0.0017262088424954856,Geography
Mammal,Ivory,Carboniferous,0.4714285714285714,0.00034313676881914866,Geography
Achilles_tendon,Ivory,Achilles,0.5,0.00013450821402584135,History
Achilles_tendon,Ivory,Achilles,0.5,0.00013450821402584135,History
Achilles,Ivory,Athens,0.5142857142857142,0.0007480698656677448,Geography
Achilles,Ivory,Greek_mythology,0.0,0.00043760650887274776,Religion
Ethiopia,Ivory,Mauritania,0.7330827067669173,0.0005791001326583922,Geography
Ethiopia,Ivory,Syria,0.9586466165413534,0.0010024327657993974,Geography
Meat,Ivory,Judaism,0.9565217391304348,0.0016252010252172273,Religion
Meat,Ivory,Egg_%28food%29,0.30434782608695654,0.0001357889044500483,Everyday
Mammal,Ivory,Lion,0.014285714285714285,0.0004656960176987728,Science
Mammal,Ivory,North_America,0.9142857142857143,0.0027135829757050966,Geography
Achilles_tendon,Ivory,Achilles,0.5,0.00013450821402584135,History
Achilles_tendon,Ivory,Achilles,0.5,0.00013450821402584135,History
Achilles,Ivory,Ethiopia,0.37142857142857144,0.0006841216986535221,Countries
Achilles,Ivory,Apollo,0.4,0.000212151908793182,Religion
Ethiopia,Ivory,Horn_of_Africa,0.015037593984962405,0.0001342934218721872,Geography
Ethiopia,Ivory,Benito_Mussolini,0.33458646616541354,0.00021183079212852964,History
Achilles_tendon,Ocean,Latin,0.0,0.004423870040060783,Language
Achilles_tendon,Ocean,Achilles,0.5,0.00013450821402584135,History
Achilles,Ocean,William_Shakespeare,0.9142857142857143,0.0010209714465371695,People
Achilles,Ocean,Ukraine,0.6,0.0012375522982494111,Countries
Zeus,Ocean,Sculpture,0.024390243902439025,0.00039112365986599323,Art
Zeus,Ocean,Agamemnon,0.5121951219512195,8.772768018240406e-05,People
Achilles_tendon,Ocean,Latin,0.0,0.004423870040060783,Language
Achilles_tendon,Ocean,Achilles,0.5,0.00013450821402584135,History
Achilles,Ocean,Trojan_War,0.02857142857142857,0.00015881551893186618,History
Achilles,Ocean,Plato,0.8857142857142857,0.0005701996151672547,People
Danube,Ocean,Black_Sea,0.27884615384615385,0.0006689953719335663,Geography
Danube,Ocean,Hungary,0.057692307692307696,0.001138959622870145,Countries
North_Sea,Ocean,France,0.34782608695652173,0.006422591500548313,Geography
North_Sea,Ocean,English_Channel,0.4782608695652174,0.0005306731460035627,Geography
Achilles_tendon,Ocean,Achilles,0.5,0.00013450821402584135,History
Achilles_tendon,Ocean,Latin,0.0,0.004423870040060783,Language
Achilles,Ocean,Black_Sea,0.6285714285714286,0.0006689953719335663,Geography
Achilles,Ocean,Athens,0.5142857142857142,0.0007480698656677448,Geography
Danube,Ocean,North_Sea,0.7307692307692307,0.0006545077425226033,Geography
Danube,Ocean,German_language,0.5,0.0020079700677231205,Language
North_Sea,Ocean,Scotland,0.13043478260869565,0.0021425304277849183,Geography
North_Sea,Ocean,Rotterdam,0.6086956521739131,0.00029399433728097925,Geography
Achilles_tendon,Ocean,Achilles,0.5,0.00013450821402584135,History
Achilles_tendon,Ocean,Latin,0.0,0.004423870040060783,Language
Achilles,Ocean,Danube,0.42857142857142855,0.0004257559455302863,Geography
Achilles,Ocean,William_Shakespeare,0.9142857142857143,0.0010209714465371695,People
Black_Sea,Ocean,Istanbul,0.3235294117647059,0.0005284964040707579,Geography
Black_Sea,Ocean,Turkey,0.6176470588235294,0.001584009391722654,Geography
Achilles_tendon,Ocean,Achilles,0.5,0.00013450821402584135,History
Achilles_tendon,Ocean,Latin,0.0,0.004423870040060783,Language
Latin,Ocean,9th_century,0.075,0.0008661081215206158,History
Latin,Ocean,Virgil,0.5,0.0003549891013722675,People
Europe,Ocean,Latvia,0.08102345415778252,0.0006256183689303482,Geography
Europe,Ocean,Jackal,0.35394456289978676,8.99722311141233e-05,Science
Achilles_tendon,Ocean,Latin,0.0,0.004423870040060783,Language
Achilles_tendon,Ocean,Achilles,0.5,0.00013450821402584135,History
Achilles,Ocean,Greek_mythology,0.0,0.00043760650887274776,Religion
Achilles,Ocean,Romanticism,0.6857142857142857,0.0005696351792499179,History
Black_Sea,Ocean,Pyrite,0.7647058823529411,0.00016245794579676314,Geography
Black_Sea,Ocean,Russia,0.2647058823529412,0.003496131617966406,Countries
Achilles_tendon,Ocean,Latin,0.0,0.004423870040060783,Language
Achilles_tendon,Ocean,Latin,0.0,0.004423870040060783,Language
Achilles,Ocean,Athens,0.5142857142857142,0.0007480698656677448,Geography
Achilles,Ocean,Danube,0.42857142857142855,0.0004257559455302863,Geography
Danube,Ocean,Montenegro,0.46153846153846156,0.00044123379655996374,Countries
Danube,Ocean,Romania,0.04807692307692308,0.0010559002940356804,Countries
North_Sea,Ocean,Baltic_Sea,0.43478260869565216,0.0006497932466591777,Geography
North_Sea,Ocean,Denmark,0.08695652173913043,0.0015980363092599752,Countries
Achilles_tendon,Ocean,Latin,0.0,0.004423870040060783,Language
Achilles_tendon,Ocean,Latin,0.0,0.004423870040060783,Language
Latin,Ocean,The_Adventures_of_Tintin,0.95,0.0001963433557681756,Everyday
Latin,Ocean,Roman_Empire,0.175,0.0021360106597982107,History
United_States,Ocean,Dallas%2C_Texas,0.06345733041575492,0.00018861199860237935,Geography
United_States,Ocean,Coal,0.350109409190372,0.000938512101077034,Geography
Achilles_tendon,Ocean,Achilles,0.5,0.00013450821402584135,History
Achilles_tendon,Ocean,Latin,0.0,0.004423870040060783,Language
Achilles,Ocean,Agamemnon,0.2571428571428571,8.772768018240406e-05,People
Achilles,Ocean,Athens,0.5142857142857142,0.0007480698656677448,Geography
Black_Sea,Ocean,Istanbul,0.3235294117647059,0.0005284964040707579,Geography
Black_Sea,Ocean,Red_Sea,0.4411764705882353,0.00043144265504205736,Geography
Achilles_tendon,Ocean,Achilles,0.5,0.00013450821402584135,History
Achilles_tendon,Ocean,Achilles,0.5,0.00013450821402584135,History
Latin,Ocean,Italy,0.425,0.003717238851113226,Geography
Latin,Ocean,Roman_Catholic_Church,0.2,0.002008939572147158,Religion
English_language,Ocean,Papua_New_Guinea,0.7079207920792079,0.00034398188625478786,Geography
English_language,Ocean,Wales,0.29207920792079206,0.001099763207428743,Geography
World_War_II,Ocean,Supermarine_Spitfire,0.3804347826086957,9.497781809009471e-05,History
World_War_II,Ocean,North_Africa,0.09782608695652174,0.0009026029799957838,Geography
Attack_on_Pearl_Harbor,Ocean,Propaganda,0.9482758620689655,0.0004405011989803301,Citizenship
Attack_on_Pearl_Harbor,Ocean,Philippines,0.8103448275862069,0.0011602671157463463,Geography
Imperial_Japanese_Navy,Ocean,Malta,0.6346153846153846,0.0006432879452111079,Countries
Imperial_Japanese_Navy,Ocean,Marseille,0.6538461538461539,0.00026461577691500336,Geography
Aircraft_carrier,Ocean,Pakistan,0.7254901960784313,0.001291439175985583,Geography
Aircraft_carrier,Ocean,Battle_of_Midway,0.3333333333333333,9.729123603694311e-05,History
Aircraft,Ocean,Vietnam_War,0.8846153846153846,0.0005691309275653713,History
Aircraft,Ocean,Helium,0.15384615384615385,0.0005384837820931781,Science
Hydrogen,Ocean,Redshift,0.42857142857142855,0.00014970566631224545,Science
Hydrogen,Ocean,Chemical_element,0.11904761904761904,0.000956728067821787,Science
Achilles_tendon,Ocean,Latin,0.0,0.004423870040060783,Language
Achilles_tendon,Ocean,Latin,0.0,0.004423870040060783,Language
Achilles,Ocean,Apollo,0.4,0.000212151908793182,Religion
Achilles,Ocean,Bob_Dylan,0.9428571428571428,0.00017548469531098904,People
Odysseus,Ocean,Heracles,0.057692307692307696,0.0001428462146222365,History
Odysseus,Ocean,Lisbon,0.6923076923076923,0.00025145381487446056,Geography
Portugal,Ocean,Europe,0.11538461538461539,0.006339517036740152,Geography
Portugal,Ocean,Europe,0.11538461538461539,0.006339517036740152,Geography
Achilles_tendon,Ocean,Latin,0.0,0.004423870040060783,Language
Achilles_tendon,Ocean,Achilles,0.5,0.00013450821402584135,History
Achilles,Ocean,Heracles,0.45714285714285713,0.0001428462146222365,History
Achilles,Ocean,Apollo,0.4,0.000212151908793182,Religion
Black_Sea,Ocean,Sulfuric_acid,0.7352941176470589,0.0003482824215228881,Science
Black_Sea,Ocean,Danube,0.11764705882352941,0.0004257559455302863,Geography
Achilles_tendon,Ocean,Achilles,0.5,0.00013450821402584135,History
Achilles_tendon,Ocean,Achilles,0.5,0.00013450821402584135,History
Latin,Ocean,Europe,0.025,0.006339517036740152,Geography
Latin,Ocean,18th_century,0.35,0.0014853436436355705,History
Great_Britain,Ocean,Roman_Britain,0.8035714285714286,0.0002794229465880167,History
Great_Britain,Ocean,Climate,0.21428571428571427,0.0013282702344261058,Geography
British_Isles,Ocean,Greenland,0.9298245614035088,0.0006458776792236098,Countries
British_Isles,Ocean,United_Kingdom,0.07894736842105263,0.006234853214871949,Geography
Achilles_tendon,Ocean,Latin,0.0,0.004423870040060783,Language
Achilles_tendon,Ocean,Latin,0.0,0.004423870040060783,Language
Achilles,Ocean,Black_Sea,0.6285714285714286,0.0006689953719335663,Geography
Achilles,Ocean,Black_Sea,0.5428571428571428,0.0006689953719335663,Geography
Black_Sea,Ocean,Ukraine,0.23529411764705882,0.0012375522982494111,Countries
Black_Sea,Ocean,Bulgaria,0.17647058823529413,0.0007762822609247778,Geography
Achilles_tendon,Ocean,Latin,0.0,0.004423870040060783,Language
Achilles_tendon,Ocean,Latin,0.0,0.004423870040060783,Language
Achilles,Ocean,Trojan_War,0.02857142857142857,0.00015881551893186618,History
Achilles,Ocean,Greek_mythology,0.0,0.00043760650887274776,Religion
Zeus,Ocean,Heracles,0.8780487804878049,0.0001428462146222365,History
Zeus,Ocean,Latin,0.2682926829268293,0.004423870040060783,Language
Greek_mythology,Ocean,12th_century,0.49295774647887325,0.0007178580524019857,History
Greek_mythology,Ocean,Heracles,0.30985915492957744,0.0001428462146222365,History
