article,target,link,link_position,link_page_rank,link_category
Florida,Neil_Armstrong,Amtrak,0.7849462365591398,0.000351713353844337,Design
Space_Shuttle_Columbia,Neil_Armstrong,United_States_House_of_Representatives,0.28125,0.0004125780182163411,Citizenship
Space_Shuttle_Columbia,Neil_Armstrong,India,0.59375,0.004035532403528955,Geography
Hubble_Space_Telescope,Neil_Armstrong,United_Kingdom,0.22807017543859648,0.006234853214871949,Geography
Hubble_Space_Telescope,Neil_Armstrong,Ultraviolet,0.9824561403508771,0.0006580052325753555,Science
Space_Shuttle_Challenger_disaster,Neil_Armstrong,SR-71_Blackbird,0.4444444444444444,4.6221630281146864e-05,Design
Space_Shuttle_Challenger_disaster,Neil_Armstrong,President_of_the_United_States,0.5,0.0008494303058093791,Citizenship
Houston%2C_Texas,Neil_Armstrong,Petroleum,0.6086956521739131,0.0015782418684367812,Business
Houston%2C_Texas,Neil_Armstrong,Engineering,0.717391304347826,0.0006094715915841525,Design
Moon,Neil_Armstrong,Iron,0.391304347826087,0.001470927315458013,Science
Moon,Neil_Armstrong,Nuclear_weapon,0.9855072463768116,0.0006483600841997234,History
Archbishop_of_Canterbury,Neil_Armstrong,Rowan_Williams,0.3939393939393939,0.00010039056123726405,People
Archbishop_of_Canterbury,Neil_Armstrong,19th_century,0.9696969696969697,0.00241677674706315,History
England,Neil_Armstrong,Northern_Ireland,0.4344569288389513,0.0006693855369802658,Geography
England,Neil_Armstrong,Currency,0.018726591760299626,0.0032371559196565525,Business
Atlantic_Ocean,Neil_Armstrong,Monrovia,0.9299363057324841,8.541423757080672e-05,Geography
Atlantic_Ocean,Neil_Armstrong,Rotterdam,0.6624203821656051,0.00029399433728097925,Geography
United_States,Neil_Armstrong,Guadeloupe,0.7177242888402626,0.00028899148572851134,Countries
United_States,Neil_Armstrong,North_America,0.6586433260393874,0.0027135829757050966,Geography
Archbishop_of_Canterbury,Neil_Armstrong,Apostolic_Succession,0.12121212121212122,0.00019096592638828927,Religion
Archbishop_of_Canterbury,Neil_Armstrong,English_Reformation,0.09090909090909091,0.00013080083803901704,History
England,Neil_Armstrong,Germany,0.09737827715355805,0.004824150421324149,Geography
England,Neil_Armstrong,Norfolk,0.10486891385767791,0.00017132748394471523,Geography
England,Neil_Armstrong,The_Fens,0.2397003745318352,6.934829566466888e-05,Geography
England,Neil_Armstrong,French_language,0.7865168539325843,0.0027413199320440946,Language
Atlantic_Ocean,Neil_Armstrong,France,0.5286624203821656,0.006422591500548313,Geography
Atlantic_Ocean,Neil_Armstrong,Portsmouth,0.6560509554140127,0.00017623543828810195,Geography
Archbishop_of_Canterbury,Neil_Armstrong,19th_century,0.9696969696969697,0.00241677674706315,History
Archbishop_of_Canterbury,Neil_Armstrong,Pope,0.7575757575757576,0.0008099929275245692,Religion
England,Neil_Armstrong,Renaissance,0.6666666666666666,0.001027839966330342,History
England,Neil_Armstrong,Hebrew_language,0.8014981273408239,0.0009544497182349268,Language
English_language,Neil_Armstrong,Nauru,0.49504950495049505,0.00021797995898421157,Geography
English_language,Neil_Armstrong,French_language,0.8316831683168316,0.0027413199320440946,Language
United_States,Neil_Armstrong,Household_income_in_the_United_States,0.32603938730853393,6.43010856333906e-05,Business
United_States,Neil_Armstrong,The_Gambia,0.8161925601750547,0.0002556096088403907,Geography
Moon,Neil_Armstrong,Radon,0.5942028985507246,0.0001999987666569004,Science
Moon,Neil_Armstrong,Shackleton_%28crater%29,0.5797101449275363,4.8647613618029825e-05,Science
Archbishop_of_Canterbury,Neil_Armstrong,House_of_Lords,0.5454545454545454,0.0004131043397830531,Citizenship
Archbishop_of_Canterbury,Neil_Armstrong,London,0.9090909090909091,0.0030779602185074433,Geography
19th_century,Neil_Armstrong,Oil_refinery,0.31932773109243695,0.00012880252611922757,Business
19th_century,Neil_Armstrong,Telephone_exchange,0.3949579831932773,5.3986837699530614e-05,Design
20th_century,Neil_Armstrong,Germany,0.272,0.004824150421324149,Geography
20th_century,Neil_Armstrong,Cold_War,0.44,0.001199602472947153,History
Archbishop_of_Canterbury,Neil_Armstrong,London,0.9090909090909091,0.0030779602185074433,Geography
Archbishop_of_Canterbury,Neil_Armstrong,Episcopal_polity,0.18181818181818182,0.00011291303240322021,Religion
19th_century,Neil_Armstrong,Natural_selection,0.7058823529411765,0.00043037887204910413,Science
19th_century,Neil_Armstrong,Holy_Roman_Empire,0.01680672268907563,0.0009310678562875752,History
20th_century,Neil_Armstrong,New_York_City,0.6,0.0017087911368053542,Geography
20th_century,Neil_Armstrong,Jazz,0.672,0.0005094264130390791,Music
Archbishop_of_Canterbury,Neil_Armstrong,Canterbury,0.6666666666666666,0.0001590352638453331,Geography
Archbishop_of_Canterbury,Neil_Armstrong,England,0.42424242424242425,0.0044740795759441645,Geography
England,Neil_Armstrong,Domesday_Book,0.18726591760299627,0.00013366347751356746,History
England,Neil_Armstrong,Atlantic_Ocean,0.06367041198501873,0.002104622505196833,Geography
Atlantic_Ocean,Neil_Armstrong,Houston%2C_Texas,0.445859872611465,0.00026687374460845713,Geography
Atlantic_Ocean,Neil_Armstrong,Chile,0.7133757961783439,0.0008352936631492306,Countries
Archbishop_of_Canterbury,Neil_Armstrong,River_Thames,0.9393939393939394,0.0003182839853960091,Geography
Archbishop_of_Canterbury,Neil_Armstrong,York,0.7272727272727273,0.00021324838488259612,Geography
England,Neil_Armstrong,Manchester,0.7453183520599251,0.0005095772439371377,Geography
England,Neil_Armstrong,Football_%28soccer%29,0.7752808988764045,0.0017878940139589865,Everyday
France,Neil_Armstrong,World_War_I,0.41509433962264153,0.0025604935990269926,History
France,Neil_Armstrong,Roman_Catholic_Church,0.8427672955974843,0.002008939572147158,Religion
Paris,Neil_Armstrong,Jew,0.23404255319148937,0.001957833941958966,Geography
Paris,Neil_Armstrong,Russian_Revolution_of_1917,0.28368794326241137,0.0003949329838747861,History
Tour_de_France,Neil_Armstrong,Lance_Armstrong,0.06060606060606061,5.9477847035805645e-05,People
Tour_de_France,Neil_Armstrong,Belgium,0.30303030303030304,0.0015276204949428366,Geography
19th_century,Neil_Armstrong,7th_century,0.9411764705882353,0.0006497769191494117,History
19th_century,Neil_Armstrong,Marie_Curie,0.7184873949579832,0.000113149203797722,People
20th_century,Neil_Armstrong,Quantum_mechanics,0.192,0.0007116017491224287,Science
20th_century,Neil_Armstrong,Birth_control,0.664,0.00021136683902363488,Science
Pope,Neil_Armstrong,Holy_Roman_Empire,0.6666666666666666,0.0009310678562875752,History
Pope,Neil_Armstrong,Byzantine_Empire,0.9583333333333334,0.0012918693799320255,History
York,Neil_Armstrong,Ghana,0.6111111111111112,0.0004766695272735753,Geography
York,Neil_Armstrong,Agriculture,0.7222222222222222,0.0019434771412398444,Everyday
Tourism,Neil_Armstrong,River_Thames,0.3972602739726027,0.0003182839853960091,Geography
Tourism,Neil_Armstrong,Transport,0.0136986301369863,0.0005973356387474691,Design
United_States,Neil_Armstrong,John_F._Kennedy,0.22319474835886213,0.0003233937758088386,People
United_States,Neil_Armstrong,Washington%2C_D.C.,0.5908096280087527,0.001044735308233967,Geography
Archbishop_of_Canterbury,Neil_Armstrong,19th_century,0.9696969696969697,0.00241677674706315,History
Archbishop_of_Canterbury,Neil_Armstrong,English_Reformation,0.09090909090909091,0.00013080083803901704,History
Anglicanism,Neil_Armstrong,Anglican_Church_of_Australia,0.65,6.605300242802322e-05,Religion
Anglicanism,Neil_Armstrong,16th_century,0.525,0.001121480505845339,History
Archbishop_of_Canterbury,Neil_Armstrong,Canterbury_Cathedral,0.7878787878787878,0.0001740563686364364,Design
Archbishop_of_Canterbury,Neil_Armstrong,Rowan_Williams,0.3939393939393939,0.00010039056123726405,People
Rowan_Williams,Neil_Armstrong,Evolution,0.5833333333333334,0.001110119726629287,Science
Rowan_Williams,Neil_Armstrong,Evolution,0.5833333333333334,0.001110119726629287,Science
University_of_Cambridge,Neil_Armstrong,Charles_Babbage,0.6521739130434783,0.0001157585737606986,People
University_of_Cambridge,Neil_Armstrong,Science,0.4782608695652174,0.0012923787440754099,Everyday
Archbishop_of_Canterbury,Houston%2C_Texas,Canterbury,0.6666666666666666,0.0001590352638453331,Geography
Archbishop_of_Canterbury,Houston%2C_Texas,Pope,0.8181818181818182,0.0008099929275245692,Religion
England,Houston%2C_Texas,Isle_of_Wight,0.22846441947565543,0.00021778938502877413,Geography
England,Houston%2C_Texas,Lake_District,0.9625468164794008,0.00010515316881750739,Geography
English_language,Houston%2C_Texas,Poetry,0.9504950495049505,0.0005701087670995814,Language
English_language,Houston%2C_Texas,HTTP_cookie,0.900990099009901,7.834391179990804e-05,IT
United_States,Houston%2C_Texas,World_Health_Organization,0.6477024070021882,0.00047698954547656445,Citizenship
United_States,Houston%2C_Texas,Spanish_language,0.424507658643326,0.00183371463130085,Language
Mexico,Houston%2C_Texas,Middle_East,0.5283018867924528,0.0017112295966075536,Geography
Mexico,Houston%2C_Texas,French_language,0.7169811320754716,0.0027413199320440946,Language
Manifest_Destiny,Houston%2C_Texas,Cuba,0.5892857142857143,0.000978347028848589,Geography
Manifest_Destiny,Houston%2C_Texas,John_Adams,0.2857142857142857,0.00019842425469416384,People
Archbishop_of_Canterbury,Houston%2C_Texas,Church_of_England,0.3333333333333333,0.0006105044395680961,Religion
Archbishop_of_Canterbury,Houston%2C_Texas,English_Reformation,0.09090909090909091,0.00013080083803901704,History
England,Houston%2C_Texas,Victoria_of_the_United_Kingdom,0.9550561797752809,0.0003777399787390263,People
England,Houston%2C_Texas,L._S._Lowry,0.47191011235955055,6.115106549231156e-05,People
United_Kingdom,Houston%2C_Texas,Peak_District,0.3308550185873606,7.456564207008887e-05,Geography
United_Kingdom,Houston%2C_Texas,Cardiff,0.4200743494423792,0.0001820212389987488,Geography
Earth,Houston%2C_Texas,Flood,0.5906432748538012,0.00029151614376535543,Geography
Earth,Houston%2C_Texas,Apollo_8,0.9005847953216374,9.218685347763412e-05,Science
United_States,Houston%2C_Texas,Qatar,0.7768052516411379,0.00036696153090739564,Geography
United_States,Houston%2C_Texas,Spanish_language,0.4288840262582057,0.00183371463130085,Language
Archbishop_of_Canterbury,Houston%2C_Texas,Anglicanism,0.0,0.0004453258383809138,Religion
Archbishop_of_Canterbury,Houston%2C_Texas,England,0.42424242424242425,0.0044740795759441645,Geography
Church_of_England,Houston%2C_Texas,Christianity,0.0425531914893617,0.003018040870366905,Religion
Church_of_England,Houston%2C_Texas,Apostolic_Succession,0.0851063829787234,0.00019096592638828927,Religion
England,Houston%2C_Texas,Charles_Dickens,0.5280898876404494,0.0002686535250525686,People
England,Houston%2C_Texas,Richard_I_of_England,0.8614232209737828,0.00015048181337155012,People
British_Empire,Houston%2C_Texas,Gold,0.28061224489795916,0.0012882844311029914,Science
British_Empire,Houston%2C_Texas,Tea,0.37244897959183676,0.0003188830109744118,Everyday
North_America,Houston%2C_Texas,Netherlands_Antilles,0.7739130434782608,0.0002767849818185579,Countries
North_America,Houston%2C_Texas,Antigua_and_Barbuda,0.5043478260869565,0.00021647418513004313,Geography
Florida,Houston%2C_Texas,American_football,0.8924731182795699,0.0005128932581402844,Everyday
Florida,Houston%2C_Texas,George_W._Bush,0.4838709677419355,0.0006963641223387938,People
Archbishop_of_Canterbury,Houston%2C_Texas,London,0.9090909090909091,0.0030779602185074433,Geography
Archbishop_of_Canterbury,Houston%2C_Texas,Henry_VIII_of_England,0.5757575757575758,0.0004760752632117314,People
19th_century,Houston%2C_Texas,Fyodor_Dostoevsky,0.6386554621848739,0.00011381166086592219,People
19th_century,Houston%2C_Texas,Dmitri_Mendeleev,0.7394957983193278,6.590416694868765e-05,People
United_States,Houston%2C_Texas,Russia,0.7549234135667396,0.003496131617966406,Countries
United_States,Houston%2C_Texas,Pacific_Ocean,0.11597374179431072,0.0013627251215915866,Geography
Archbishop_of_Canterbury,Universe,Thomas_Cranmer,0.21212121212121213,0.00012071899584264979,People
Archbishop_of_Canterbury,Universe,English_Reformation,0.09090909090909091,0.00013080083803901704,History
England,Universe,Religious_Society_of_Friends,0.7116104868913857,0.00016037567472127723,Religion
England,Universe,Charles_Dickens,0.5280898876404494,0.0002686535250525686,People
Time_zone,Universe,New_Zealand,0.8913043478260869,0.001702862333100483,Geography
Time_zone,Universe,Wellington,0.41304347826086957,0.00019998815584711552,Geography
Earth,Universe,Afrikaans,0.16374269005847952,0.00016628600427095777,Language
Earth,Universe,Argon,0.04093567251461988,0.00036474772073100787,Science
Sun,Universe,Solar_eclipse,0.6057692307692307,0.00019063110424252352,Science
Sun,Universe,Energy,0.19230769230769232,0.0010511884271658697,Science
Galaxy,Universe,Solar_System,0.3333333333333333,0.0006282628995172909,Science
Galaxy,Universe,Gravitation,0.0,0.0009337647322494503,Science
Archbishop_of_Canterbury,Universe,British_monarchy,0.45454545454545453,0.00047678244851206996,Citizenship
Archbishop_of_Canterbury,Universe,House_of_Lords,0.5454545454545454,0.0004131043397830531,Citizenship
Rome,Universe,Byzantine_Empire,0.1568627450980392,0.0012918693799320255,History
Rome,Universe,15th_century,0.09803921568627451,0.0009319474059595194,History
European_Union,Universe,World_War_II,0.4652014652014652,0.00472450366555719,History
European_Union,Universe,Crime,0.5128205128205128,0.00029961152891009094,Citizenship
United_States,Universe,List_of_countries_by_system_of_government,0.006564551422319475,0.0028333266533963103,Citizenship
United_States,Universe,September_11%2C_2001_attacks,0.22975929978118162,0.0004310622194728677,History
Moon,Universe,Crust_%28geology%29,0.21739130434782608,0.00037901536077033246,Geography
Moon,Universe,Sphere,0.9565217391304348,0.00029061987882627,Mathematics
Solar_System,Universe,Universe,0.8633093525179856,0.0005540049158951407,Science
Solar_System,Universe,Mars,0.5251798561151079,0.00027933331133762174,Science
Sun,Universe,Helium,0.27884615384615385,0.0005384837820931781,Science
Sun,Universe,Pupil,0.9903846153846154,9.507335330089035e-05,Science
Asteroid,Universe,Mars,0.9428571428571428,0.00027933331133762174,Science
Asteroid,Universe,Gas_giant,0.8285714285714286,0.00019245424140295234,Science
Comet,Universe,Comet_Shoemaker-Levy_9,0.9814814814814815,8.375665790349574e-05,Science
Comet,Universe,Asteroid,0.3888888888888889,0.00037441985160368375,Science
Archbishop_of_Canterbury,Universe,Rome,0.6060606060606061,0.0016191014281815323,Geography
Archbishop_of_Canterbury,Universe,London,0.696969696969697,0.0030779602185074433,Geography
Church_of_England,Universe,Wales,0.5531914893617021,0.001099763207428743,Geography
Church_of_England,Universe,Thomas_Cranmer,0.14893617021276595,0.00012071899584264979,People
Roman_Catholic_Church,Universe,Art,0.7808219178082192,0.001041555691547956,Art
Roman_Catholic_Church,Universe,Michelangelo,0.8493150684931506,0.0002678270600922355,People
Bible,Universe,19th_century,0.9705882352941176,0.00241677674706315,History
Bible,Universe,Roman_Catholic_Church,0.6764705882352942,0.002008939572147158,Religion
19th_century,Universe,Giuseppe_Verdi,0.5714285714285714,8.219325041125916e-05,Language
19th_century,Universe,Italy,0.819327731092437,0.003717238851113226,Geography
United_States,Universe,Hinduism,0.44638949671772427,0.0011609554836108965,Religion
United_States,Universe,Republic_of_China,0.9934354485776805,0.0005586470537966452,Geography
Moon,Universe,Tide,0.14492753623188406,0.0002825881407173668,Geography
Moon,Universe,Sodium,0.6086956521739131,0.00047734562607772504,Science
Solar_System,Universe,Extrasolar_planet,0.2517985611510791,0.0001707990796203633,Science
Solar_System,Universe,1_Ceres,0.5467625899280576,0.0001007207868960638,Science
Planet,Universe,Mu_Arae,0.959349593495935,5.057655099867752e-05,Science
Planet,Universe,55_Cancri,0.967479674796748,6.533819689165502e-05,Science
Extrasolar_planet,Universe,Solar_System,0.4473684210526316,0.0006282628995172909,Science
Extrasolar_planet,Universe,Gas_giant,0.23684210526315788,0.00019245424140295234,Science
Archbishop_of_Canterbury,Universe,Canterbury_Cathedral,0.7878787878787878,0.0001740563686364364,Design
Archbishop_of_Canterbury,Universe,Anglican_Communion,0.36363636363636365,0.00045286507162279666,Religion
Rome,Universe,Roman_Catholic_Church,0.46078431372549017,0.002008939572147158,Religion
Rome,Universe,Milan,0.13725490196078433,0.0005575433060724511,Geography
Ancient_Rome,Universe,North_Africa,0.4765625,0.0009026029799957838,Geography
Ancient_Rome,Universe,Roman_Empire,0.0703125,0.0021360106597982107,History
Technology,Universe,Copper,0.30952380952380953,0.001068253570693751,Science
Technology,Universe,Pollution,0.9523809523809523,0.00042626398516612985,Citizenship
Space_exploration,Universe,Mars,0.2608695652173913,0.00027933331133762174,Science
Space_exploration,Universe,Mars,0.9565217391304348,0.00027933331133762174,Science
International_Space_Station,Universe,Mir,0.7837837837837838,0.00012156963858654451,Science
International_Space_Station,Universe,Soviet_Union,0.2702702702702703,0.002242258091629815,History
Space_Shuttle_Endeavour,Universe,Space_station,0.6296296296296297,9.229188190883615e-05,Science
Space_Shuttle_Endeavour,Universe,Space_Shuttle_Challenger_disaster,0.14814814814814814,8.84205702096447e-05,Science
Hubble_Space_Telescope,Universe,Nitrogen,0.5263157894736842,0.000861237634074966,Science
Hubble_Space_Telescope,Universe,Baltimore%2C_Maryland,0.47368421052631576,0.00020977971081290625,Geography
Archbishop_of_Canterbury,Universe,Episcopal_polity,0.18181818181818182,0.00011291303240322021,Religion
Archbishop_of_Canterbury,Universe,Canterbury,0.6666666666666666,0.0001590352638453331,Geography
Christianity,Universe,Martin_Luther,0.3235294117647059,0.00038329004200070884,People
Christianity,Universe,5th_century,0.23529411764705882,0.0006028829442339406,History
Religion,Universe,Isaac_Newton,0.4823529411764706,0.0007206960732407891,People
Religion,Universe,Philosophy,0.11764705882352941,0.001503418889373253,Religion
Archbishop_of_Canterbury,Dead_Sea,Elizabeth_I_of_England,0.2727272727272727,0.00039000712088697013,People
Archbishop_of_Canterbury,Dead_Sea,House_of_Lords,0.5454545454545454,0.0004131043397830531,Citizenship
Pope,Dead_Sea,13th_century,0.5,0.0007550953212296618,History
Pope,Dead_Sea,Elizabeth_I_of_England,0.8125,0.00039000712088697013,People
Roman_Catholic_Church,Dead_Sea,Bible,0.3561643835616438,0.001213733694071212,Religion
Roman_Catholic_Church,Dead_Sea,Trinity,0.4383561643835616,0.00025890575237851895,Religion
Eastern_Orthodox_Church,Dead_Sea,Jerusalem,0.46,0.0007768117772128542,Geography
Eastern_Orthodox_Church,Dead_Sea,Russia,0.56,0.003496131617966406,Countries
Asia,Dead_Sea,Sri_Lanka,0.42783505154639173,0.0007792630898158884,Geography
Asia,Dead_Sea,Yangtze_River,0.7216494845360825,0.0002113973653722577,Geography
Archbishop_of_Canterbury,Dead_Sea,Anglicanism,0.0,0.0004453258383809138,Religion
Archbishop_of_Canterbury,Dead_Sea,England,0.42424242424242425,0.0044740795759441645,Geography
Rome,Dead_Sea,Napoleon_I_of_France,0.3431372549019608,0.0009816062595045586,People
Rome,Dead_Sea,World_War_I,0.8137254901960784,0.0025604935990269926,History
Roman_Empire,Dead_Sea,Western_Roman_Empire,0.8,0.0004688320343042556,Geography
Roman_Empire,Dead_Sea,Monarchy,0.06666666666666667,0.0008133221072287704,Citizenship
Archbishop_of_Canterbury,Dead_Sea,British_monarchy,0.45454545454545453,0.00047678244851206996,Citizenship
Archbishop_of_Canterbury,Dead_Sea,Christianity,0.06060606060606061,0.003018040870366905,Religion
England,Dead_Sea,Age_of_Enlightenment,0.5917602996254682,0.0006001875260750525,Religion
England,Dead_Sea,Brighton,0.35580524344569286,0.00013172332773964224,Geography
Europe,Dead_Sea,Buddhism,0.9275053304904051,0.0014494467393269014,Religion
Europe,Dead_Sea,Cyprus,0.7121535181236673,0.0006905944592884472,Countries
Middle_East,Dead_Sea,Sudan,0.23140495867768596,0.0007267394264786535,Countries
Middle_East,Dead_Sea,Kuwait_City,0.628099173553719,8.612659600944047e-05,Geography
Archbishop_of_Canterbury,Krypton,Canterbury_Cathedral,0.7878787878787878,0.0001740563686364364,Design
Archbishop_of_Canterbury,Krypton,Episcopal_polity,0.18181818181818182,0.00011291303240322021,Religion
England,Krypton,Rome,0.12359550561797752,0.0016191014281815323,Geography
England,Krypton,Italy,0.39325842696629215,0.003717238851113226,Geography
Stephen_Hawking,Krypton,Sulfuric_acid,0.7777777777777778,0.0003482824215228881,Science
Stephen_Hawking,Krypton,Mathematics,0.2222222222222222,0.0013684076125987173,Mathematics
Carbon_dioxide,Krypton,Fossil_fuel,0.7192982456140351,0.00033172620869762647,Science
Carbon_dioxide,Krypton,Argon,0.24561403508771928,0.00036474772073100787,Science
Argon,Krypton,Magnetism,0.2222222222222222,0.0009486653510117112,Science
Argon,Krypton,Day,0.26666666666666666,0.0003704872572014587,Everyday
Arctic_Ocean,Backgammon,Canada,0.8709677419354839,0.003434891665574223,Countries
Arctic_Ocean,Backgammon,Season,0.3225806451612903,0.00033496773409066204,Everyday
Season,Backgammon,Sunlight,0.6052631578947368,0.00036927630306174555,Geography
Season,Backgammon,Sun,0.47368421052631576,0.0012060145762775721,Science
Sun,Backgammon,Ultraviolet,0.38461538461538464,0.0006580052325753555,Science
Sun,Backgammon,Comet_Shoemaker-Levy_9,0.9423076923076923,8.375665790349574e-05,Science
Proton,Backgammon,Speed_of_light,0.0,0.0005533223907089323,Science
Proton,Backgammon,Speed_of_light,0.0,0.0005533223907089323,Science
Quark,Backgammon,Electric_charge,0.36363636363636365,0.0006618752546609769,Science
Quark,Backgammon,Buddhism,0.7272727272727273,0.0014494467393269014,Religion
Buddhism,Backgammon,Psychology,0.015873015873015872,0.0005350258524846821,Science
Buddhism,Backgammon,Tao_Te_Ching,0.8333333333333334,0.00010707132282647367,Religion
China,Backgammon,Tibet,0.5111111111111111,0.00045593640416459783,Countries
China,Backgammon,Africa,0.22962962962962963,0.003167721811701841,Geography
Go_%28board_game%29,Backgammon,13th_century,0.38461538461538464,0.0007550953212296618,History
Go_%28board_game%29,Backgammon,8th_century,0.34615384615384615,0.0005007060289362825,History
Arctic_Ocean,Backgammon,Season,0.3225806451612903,0.00033496773409066204,Everyday
Arctic_Ocean,Backgammon,Indian_Ocean,0.0967741935483871,0.0008774599880663065,Geography
Indian_Ocean,Backgammon,Ganges_River,0.3394495412844037,0.00018711564740548216,Geography
Indian_Ocean,Backgammon,Asia,0.1926605504587156,0.0022547159878325757,Geography
India,Backgammon,Soviet_Union,0.49523809523809526,0.002242258091629815,History
India,Backgammon,South_America,0.5142857142857142,0.0017262088424954856,Geography
Arctic_Ocean,Backgammon,Svalbard,0.7419354838709677,0.00015598202517496174,Geography
Arctic_Ocean,Backgammon,Arctic,0.1935483870967742,0.0004810520851286978,Geography
United_States,Backgammon,Costa_Rica,0.8796498905908097,0.0003291486356397034,Countries
United_States,Backgammon,American_Revolutionary_War,0.01312910284463895,0.0003504234741498745,History
Computer,Backgammon,GNU,0.7142857142857143,0.00015300519604298412,IT
Computer,Backgammon,C%2B%2B,0.9047619047619048,0.00018915935348141408,IT
Computer_and_video_games,Backgammon,India,0.5151515151515151,0.004035532403528955,Geography
Computer_and_video_games,Backgammon,Advertising,0.696969696969697,0.00034565932674743337,Everyday
Chess,Backgammon,China,0.03571428571428571,0.0035655542811307357,Countries
Chess,Backgammon,Art,0.17857142857142858,0.001041555691547956,Art
Arctic_Ocean,Backgammon,Southern_Ocean,0.16129032258064516,0.0002056468068381065,Geography
Arctic_Ocean,Backgammon,Canada,0.8709677419354839,0.003434891665574223,Countries
Russia,Backgammon,United_Nations,0.43478260869565216,0.0028085372133175076,Citizenship
Russia,Backgammon,Bulgaria,0.30917874396135264,0.0007762822609247778,Geography
Mass_media,Backgammon,Pyotr_Ilyich_Tchaikovsky,0.625,0.00012990076110207905,People
Mass_media,Backgammon,Literature,0.8461538461538461,0.0005759175192498002,Language
Technology,Backgammon,Clay,0.23809523809523808,0.00032264228656584337,Geography
Technology,Backgammon,Economics,0.8571428571428571,0.0010200735748205438,Business
Computer,Backgammon,Electricity,0.11904761904761904,0.0009586160610901587,Science
Computer,Backgammon,GNU,0.7142857142857143,0.00015300519604298412,IT
Computer_and_video_games,Backgammon,Internet,0.8787878787878788,0.001009775418743336,Citizenship
Computer_and_video_games,Backgammon,People%27s_Republic_of_China,0.5454545454545454,0.0022209466496507096,Countries
Chess,Backgammon,Armenia,0.9285714285714286,0.0006728437465238409,Countries
Chess,Backgammon,Korea,0.10714285714285714,0.0006336974462048083,Countries
Arctic_Ocean,Niger,United_States,0.7096774193548387,0.009565545383105637,Geography
Arctic_Ocean,Niger,Arctic,0.1935483870967742,0.0004810520851286978,Geography
North_America,Niger,Guadeloupe,0.6695652173913044,0.00028899148572851134,Countries
North_America,Niger,Grenada,0.6608695652173913,0.00025260574747718587,Geography
Continent,Niger,Caspian_Sea,0.7070707070707071,0.000359296684866272,Geography
Continent,Niger,Atlantic_Ocean,0.7676767676767676,0.002104622505196833,Geography
Arctic_Ocean,Vertebrate,Canada,0.8709677419354839,0.003434891665574223,Countries
Arctic_Ocean,Vertebrate,Season,0.3225806451612903,0.00033496773409066204,Everyday
Oceanography,Vertebrate,James_Cook,0.5714285714285714,0.0002809833046643768,People
Oceanography,Vertebrate,Global_warming,0.9285714285714286,0.0007064953574646242,Geography
Biology,Vertebrate,Biosphere,0.8962264150943396,0.0003189465364143063,Geography
Biology,Vertebrate,Fossil,0.7641509433962265,0.0006113733980604316,Geography
Anthropology,Vertebrate,Haiti,0.25,0.0005576468417347897,Countries
Anthropology,Vertebrate,North_America,0.7916666666666666,0.0027135829757050966,Geography
Archaeology,Vertebrate,Cereal,0.7636363636363637,0.0004564663142556364,Science
Archaeology,Vertebrate,Ecology,0.05454545454545454,0.00040550865965178714,Science
Arctic_Ocean,Water_resources,Svalbard,0.7419354838709677,0.00015598202517496174,Geography
Arctic_Ocean,Water_resources,China,0.6451612903225806,0.0035655542811307357,Countries
Ocean,Water_resources,Suez_Canal,0.7735849056603774,0.0004657368611808845,Design
Ocean,Water_resources,Continent,0.18867924528301888,0.0006222720220903902,Geography
Seawater,Water_resources,Potassium,0.7741935483870968,0.0004667267794996184,Science
Seawater,Water_resources,Chlorine,0.3225806451612903,0.0004589529613043407,Science
Water,Water_resources,Drought,0.4879518072289157,0.00037516000710258705,Geography
Water,Water_resources,Electricity,0.1746987951807229,0.0009586160610901587,Science
Seawater,Water_resources,Bromine,0.41935483870967744,0.0001367890097510383,Science
Seawater,Water_resources,Red_Sea,0.12903225806451613,0.00043144265504205736,Geography
Water,Water_resources,Luxembourg,0.5481927710843374,0.0007282510881061407,Countries
Water,Water_resources,Salt,0.13253012048192772,0.0005974989703013646,Science
Arctic_Ocean,Water_resources,Photosynthesis,0.7741935483870968,0.0007169274563173501,Science
Arctic_Ocean,Water_resources,United_Kingdom,0.6774193548387096,0.006234853214871949,Geography
Global_warming,Water_resources,Ocean,0.0,0.0007448385538930184,Geography
Global_warming,Water_resources,Carbon_dioxide,0.2222222222222222,0.0011454688880513234,Science
Retreat_of_glaciers_since_1850,Water_resources,Russia,0.8709677419354839,0.003496131617966406,Countries
Retreat_of_glaciers_since_1850,Water_resources,Tibet,0.5161290322580645,0.00045593640416459783,Countries
Sea_level_rise,Water_resources,Glacier,0.3111111111111111,0.0005046001590102598,Geography
Sea_level_rise,Water_resources,Glacier,0.13333333333333333,0.0005046001590102598,Geography
Water,Water_resources,Ice_hockey,0.463855421686747,0.0004848552858379114,Everyday
Water,Water_resources,India,0.7469879518072289,0.004035532403528955,Geography
Arctic_Ocean,Mississippi_River,Russia,0.9354838709677419,0.003496131617966406,Countries
Arctic_Ocean,Mississippi_River,Southern_Ocean,0.16129032258064516,0.0002056468068381065,Geography
Arctic_Ocean,American_Revolutionary_War,Earth,0.0,0.0023478726081676807,Science
Arctic_Ocean,American_Revolutionary_War,Hudson_Bay,0.5483870967741935,0.00018482262656811677,Geography
United_States,American_Revolutionary_War,Holy_Roman_Empire,0.09190371991247265,0.0009310678562875752,History
